,Ciudad,Fecha,Fecha (UNIX),Presión atmosférica,Presión Atm. sobre Nvl. del mar,Media de la vel. del viento (m/s),Vel. ráfaga de viento max.,Máx. vel. del viento /2min,Momento (UNIX) de la vel. máx. del viento,Media de la dirección del viento,Media de la temperatura,Temperatura máxima,Temperatura mínima,Momento temperatura máxima (UNIX),Momento temperatura mínima (UNIX),Media humedad,Media punto de rocío,Media de % de nubes en la zona,Acumulación de precipitaciones (l/m2),Acumulación de precipitaciones (l/m2) (NASA),Acumulación de nieve (l/m2),Profundidad de la neive,Media de radiación solar (W/m2),Total de radiación solar (W/m2),Media de la radiación solar horizontal,Total de la radiación solar horizontal,Máximo de la radiación solar horizontal,Media de la radiación solar concentrada,Total de la radiación solar concentrada,Máximo de la radiación solar concentrada,Media de la radiación solar horizontal difusa,Total de la radiación solar horizontal difusa,Máximo de la radiación solar horizontal difusa,Índice máximo de rayos ultravioleta
318,A Coruña,2022-09-29,1664402400,1005,1013,4.0,13.2,4.9,1664413200,296,16.2,18.6,15.0,1664449200,1664424000,84,13.5,69,1.3,1.3,0,0,180,4319,206,4938,701,335,8050,867,41,978,110,3.9
319,A Coruña,2022-09-30,1664488800,1011,1019,2.5,7.2,4.1,1664542800,263,16.5,19.5,12.6,1664542800,1664517600,74,11.7,36,0.5,0.5,0,0,101,2417,203,4879,696,333,7992,866,40,971,109,2.8
320,A Coruña,2022-10-01,1664575200,1016,1024,2.9,9.2,3.7,1664575200,228,18.2,20.0,17.1,1664618400,1664596800,81,14.8,88,0.0,0.0,0,0,68,1625,201,4821,690,331,7933,864,40,963,109,1.7
321,A Coruña,2022-10-02,1664661600,1017,1025,1.9,8.8,3.9,1664722800,176,18.0,21.7,15.5,1664712000,1664690400,81,14.6,65,0.0,0.0,0,0,120,2885,198,4763,685,328,7872,863,40,956,109,2.1
322,A Coruña,2022-10-03,1664748000,1013,1021,1.5,6.8,2.9,1664805600,191,18.6,23.7,15.0,1664794800,1664773200,76,14.0,54,0.0,0.0,0,0,124,2976,196,4705,679,325,7811,862,40,948,108,3.4
323,A Coruña,2022-10-04,1664834400,1014,1022,2.1,6.0,4.0,1664863200,227,16.9,20.5,13.6,1664892000,1664863200,81,13.4,67,0.0,0.0,0,0,139,3335,194,4647,674,323,7750,860,39,940,108,4.5
324,A Coruña,2022-10-05,1664920800,1015,1023,2.8,9.7,4.9,1664992800,191,16.8,20.2,14.5,1664967600,1664949600,85,14.2,69,2.0,2.0,0,0,58,1390,191,4589,668,320,7690,859,39,932,108,1.6
325,A Coruña,2022-10-06,1665007200,1018,1026,4.8,9.6,6.2,1665039600,53,18.6,22.0,16.6,1665061200,1665014400,77,14.5,49,0.0,0.0,0,0,171,4095,189,4532,663,318,7632,857,39,924,107,3.5
326,A Coruña,2022-10-07,1665093600,1014,1022,2.9,11.3,6.3,1665158400,137,16.7,18.5,15.3,1665144000,1665118800,90,15.1,75,0.0,0.0,0,0,36,874,186,4476,657,316,7579,856,38,915,107,1.5
327,A Coruña,2022-10-08,1665180000,1011,1019,4.2,10.7,5.8,1665190800,63,18.3,21.7,16.5,1665237600,1665198000,76,14.0,50,0.0,0.0,0,0,178,4269,184,4420,652,314,7533,854,38,907,107,4.7
328,A Coruña,2022-10-09,1665266400,1006,1014,2.2,5.5,3.8,1665309600,199,17.9,21.5,15.3,1665327600,1665295200,76,13.5,54,2.0,2.0,0,0,71,1700,182,4364,646,312,7487,852,38,900,106,1.6
329,A Coruña,2022-10-10,1665352800,1008,1016,1.9,5.1,3.6,1665363600,229,17.5,19.8,15.9,1665406800,1665432000,88,15.3,80,6.0,6.0,0,0,148,3559,180,4309,641,310,7440,851,37,894,106,3.0
330,A Coruña,2022-10-11,1665439200,1013,1021,2.2,7.9,4.5,1665504000,138,17.3,20.9,15.1,1665486000,1665464400,88,15.2,45,0.0,0.0,0,0,150,3599,177,4254,635,308,7393,849,37,888,106,3.3
331,A Coruña,2022-10-12,1665525600,1015,1023,1.9,6.7,3.6,1665594000,213,16.9,20.2,14.2,1665576000,1665554400,89,15.1,74,1.5,1.5,0,0,94,2267,175,4199,629,306,7345,848,37,882,105,3.4
332,A Coruña,2022-10-13,1665612000,1016,1024,2.5,7.0,4.2,1665666000,244,18.2,21.4,15.4,1665666000,1665633600,88,16.1,79,1.5,1.5,0,0,32,777,173,4144,624,304,7295,846,36,875,105,1.5
333,A Coruña,2022-10-14,1665698400,1014,1022,3.6,7.4,4.9,1665763200,224,19.9,21.6,18.7,1665748800,1665730800,79,16.1,93,0.0,0.0,0,0,134,3223,170,4090,618,302,7245,844,36,869,105,2.7
334,A Coruña,2022-10-15,1665784800,1006,1014,2.2,5.2,4.1,1665792000,200,16.8,19.1,14.7,1665792000,1665849600,89,14.9,76,21.5,21.5,0,0,24,569,168,4035,612,300,7194,842,36,862,104,1.4
335,A Coruña,2022-10-16,1665871200,1002,1010,4.1,14.2,6.3,1665910800,189,18.1,21.0,14.5,1665925200,1665878400,82,14.8,65,12.3,12.3,0,0,43,1031,166,3981,607,298,7143,841,36,856,104,1.4
336,A Coruña,2022-10-17,1665957600,1008,1016,3.2,8.3,6.8,1665964800,164,18.0,21.3,15.6,1666018800,1665979200,81,14.7,56,11.5,11.5,0,0,106,2535,164,3928,601,295,7091,839,35,849,104,3.2
337,A Coruña,2022-10-18,1666044000,1007,1014,4.0,15.2,7.1,1666090800,150,20.4,24.2,16.9,1666101600,1666054800,70,14.5,67,3.0,3.0,0,0,102,2451,161,3874,596,293,7040,837,35,842,103,3.0
338,A Coruña,2022-10-19,1666130400,1001,1009,3.8,14.3,6.5,1666170000,182,17.5,20.4,14.6,1666180800,1666155600,75,12.8,58,38.3,38.3,0,0,132,3156,159,3821,590,291,6988,835,35,835,103,3.6
339,A Coruña,2022-10-20,1666216800,995,1003,5.8,20.7,8.2,1666281600,176,17.5,21.1,15.3,1666270800,1666238400,70,12.0,54,2.0,2.0,0,0,103,2480,157,3769,584,289,6938,833,34,828,103,2.0
340,A Coruña,2022-10-21,1666303200,999,1006,5.3,15.6,8.2,1666357200,203,17.7,20.2,16.5,1666360800,1666375200,73,12.7,51,14.0,14.0,0,0,79,1897,155,3717,579,287,6890,831,34,821,102,1.8
341,A Coruña,2022-10-22,1666389600,996,1004,4.4,16.0,5.9,1666436400,168,16.6,19.3,14.8,1666432800,1666468800,76,12.4,73,12.3,12.3,0,0,69,1648,153,3666,573,285,6844,829,34,813,102,1.7
342,A Coruña,2022-10-23,1666476000,996,1004,6.0,17.1,9.5,1666519200,207,16.6,19.6,12.5,1666526400,1666494000,75,12.0,65,23.8,23.8,0,0,98,2363,151,3615,568,283,6802,828,34,806,101,2.0
343,A Coruña,2022-10-24,1666562400,1005,1013,2.6,9.2,3.9,1666576800,184,17.6,20.3,15.7,1666616400,1666587600,75,13.1,71,1.8,1.8,0,0,101,2420,149,3565,562,282,6760,826,33,799,101,2.5
344,A Coruña,2022-10-25,1666648800,1000,1008,4.1,15.0,6.9,1666710000,169,18.4,20.4,17.0,1666706400,1666656000,75,13.9,65,11.8,11.8,0,0,65,1552,146,3516,556,280,6717,824,33,794,101,1.8
345,A Coruña,2022-10-26,1666735200,1003,1011,3.4,12.5,6.1,1666789200,185,19.0,21.7,17.1,1666789200,1666767600,77,14.8,64,33.8,33.8,0,0,40,960,144,3467,551,278,6674,822,33,788,100,1.2
346,A Coruña,2022-10-27,1666821600,1003,1011,4.1,17.0,7.0,1666872000,174,20.5,23.2,18.1,1666879200,1666854000,76,16.0,79,10.0,10.0,0,0,106,2539,142,3418,545,276,6630,820,33,783,100,3.4
347,A Coruña,2022-10-28,1666908000,1007,1014,3.9,16.4,6.9,1666980000,173,18.6,21.3,15.9,1666972800,1666918800,78,14.8,71,17.3,17.3,0,0,39,939,140,3370,540,274,6586,818,32,777,100,1.2
348,A Coruña,2022-10-29,1666994400,1005,1013,3.8,16.5,6.5,1667001600,193,18.1,19.8,16.1,1667055600,1667077200,73,13.2,63,34.5,34.5,0,0,66,1589,138,3322,535,273,6541,816,32,771,99,2.4
349,A Coruña,2022-10-30,1667080800,1009,1017,2.6,7.7,4.4,1667127600,167,16.2,20.1,14.1,1667138400,1667113200,72,11.0,58,0.0,0.0,0,0,65,1624,131,3275,529,260,6496,813,31,766,99,1.9
350,A Coruña,2022-10-31,1667170800,1005,1013,4.3,15.3,8.3,1667206800,211,15.9,19.4,13.6,1667206800,1667253600,76,11.7,72,27.0,27.0,0,0,124,2968,135,3228,524,269,6450,811,32,760,98,3.3
351,A Coruña,2022-11-01,1667257200,1015,1023,3.3,10.7,6.2,1667304000,199,15.0,18.2,12.3,1667311200,1667282400,73,10.2,50,1.0,1.0,0,0,118,2830,133,3182,519,267,6404,809,31,754,98,2.2
352,A Coruña,2022-11-02,1667343600,1014,1022,2.5,7.5,4.2,1667397600,169,15.4,18.2,12.9,1667397600,1667368800,78,11.5,49,3.0,3.0,0,0,31,751,131,3137,513,265,6357,807,31,748,98,1.1
353,A Coruña,2022-11-03,1667430000,1009,1017,4.8,15.0,7.1,1667440800,254,15.6,17.5,14.3,1667476800,1667502000,71,10.3,67,5.3,5.3,0,0,112,2684,129,3092,508,263,6310,805,31,743,97,2.9
354,A Coruña,2022-11-04,1667516400,1016,1024,2.5,7.8,4.8,1667523600,262,14.7,16.8,11.5,1667563200,1667599200,67,8.7,52,0.0,0.0,0,0,51,1229,127,3047,503,261,6263,803,31,737,97,1.4
355,A Coruña,2022-11-05,1667602800,1013,1021,2.6,6.5,3.8,1667685600,176,14.0,18.2,10.1,1667656800,1667613600,74,9.3,45,2.0,2.0,0,0,71,1711,125,3004,498,259,6215,801,30,731,97,1.6
356,A Coruña,2022-11-06,1667689200,1009,1017,4.3,10.7,6.3,1667750400,218,15.9,19.0,14.4,1667739600,1667707200,79,12.2,61,22.8,22.8,0,0,113,2701,123,2961,493,257,6168,799,30,725,96,2.1
357,A Coruña,2022-11-07,1667775600,1004,1012,5.0,16.0,7.7,1667829600,191,16.8,19.1,15.0,1667826000,1667790000,68,10.7,61,3.3,3.3,0,0,88,2116,122,2919,488,255,6120,797,30,719,96,1.9
358,A Coruña,2022-11-08,1667862000,1001,1009,4.9,14.3,6.8,1667912400,217,15.6,17.4,14.2,1667908800,1667862000,75,11.2,74,4.5,4.5,0,0,82,1968,120,2877,483,253,6072,794,30,714,95,1.6
359,A Coruña,2022-11-09,1667948400,1009,1017,2.6,7.1,4.5,1667955600,194,15.9,19.6,13.7,1667995200,1667970000,81,12.6,77,2.8,2.8,0,0,72,1728,118,2837,478,251,6024,792,29,708,95,1.7
360,A Coruña,2022-11-10,1668034800,1015,1023,2.0,5.7,2.9,1668081600,176,17.1,19.9,14.5,1668085200,1668117600,77,13.0,50,0.0,0.0,0,0,62,1499,117,2797,473,249,5976,790,29,702,95,1.5
361,A Coruña,2022-11-11,1668121200,1014,1022,2.3,6.9,3.7,1668171600,139,16.4,21.7,13.0,1668171600,1668139200,69,10.2,15,0.0,0.0,0,0,115,2758,115,2758,468,247,5929,788,29,696,94,3.0
362,A Coruña,2022-11-12,1668207600,1010,1018,2.6,5.7,3.7,1668207600,164,17.0,21.9,13.8,1668261600,1668218400,61,9.4,26,0.0,0.0,0,0,111,2656,113,2720,464,245,5882,786,29,691,94,2.9
363,A Coruña,2022-11-13,1668294000,1006,1014,4.0,15.0,6.6,1668337200,178,16.5,21.4,13.1,1668340800,1668376800,73,11.5,64,28.3,28.3,0,0,78,1874,112,2682,459,243,5835,784,29,685,94,2.1
364,A Coruña,2022-11-14,1668380400,1007,1015,3.6,14.1,5.8,1668459600,203,14.1,16.9,11.3,1668463200,1668409200,76,9.9,52,4.5,4.5,0,0,32,757,110,2646,455,241,5789,782,28,679,93,1.0
